id,批次,清单类型,备案月份,算法名称,算法类别_原始,算法类别_LLM,企业角色,企业名称,应用产品,主要用途,发放日期,注册资本_万元,省份,城市,县区,行业一级,行业二级,行业三级,经度,纬度,技术代际
72,第二批,深度合成,2023-08,豆包大模型算法,深度合成,内容生成,服务提供者,北京抖音信息服务有限公司,番茄小说网(网站)、番茄畅听(APP)、懂车帝(APP)、河马教育(APP)、抖音短视频(APP)、西瓜视频(APP)、番茄小说(APP)、剪映(APP)、豆包(网站)、今日头条(APP)、Dreamina(网站)、悟空浏览器(APP)、番茄作家助手(APP)、飞书(APP),应用于智能对话、智能写作场景，根据用户输入的文本信息，生成相应的文本内容。,2022-11-08,20000,北京市,北京市,海淀区,文化、体育和娱乐业,广播、电视、电影和影视录音制作业,电影和影视节目制作,116.338628,39.975197,G4
73,第二批,深度合成,2023-08,火山引擎虚拟数字人算法,深度合成,内容生成,服务技术支持者,北京抖音信息服务有限公司,未回填,应用于虚拟数字人场景，服务于企业端客户，根据用户输入的文本内容，生成符合用户需求的数字人视频。,2022-11-08,20000,北京市,北京市,海淀区,文化、体育和娱乐业,广播、电视、电影和影视录音制作业,电影和影视节目制作,116.338628,39.975197,G4
74,第二批,深度合成,2023-08,出门问问语音合成类算法,深度合成,内容生成,服务提供者,出门问问信息科技有限公司,魔音工坊（网站）、奇妙元（网站）,应用于语音合成场景，根据用户输入文本数据生成对应语音。,2022-11-08,1000,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.344950,39.946238,G4
75,第二批,深度合成,2023-08,序列猴子大模型算法,深度合成,内容生成,服务技术支持者,出门问问信息科技有限公司,未回填,应用于智能问答、智能写作场景，服务于企业端客户，提供根据输入的文本诉求，生成与之相关的文本内容的功能。,2022-11-08,1000,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.344950,39.946238,G4
76,第二批,深度合成,2023-08,东港-生成合成算法,深度合成,内容生成,服务技术支持者,北京东港瑞宏科技有限公司,未回填,应用于文本生成场景，服务于合成类企业端客户，提供根据输入的文本，结合领域专业知识库，生成文本内容的功能。,2022-11-08,1000,北京市,北京市,未回填,未回填,未回填,未回填,116.405,39.905,G4
77,第二批,深度合成,2023-08,京东智能语音外呼算法,深度合成,人机对话,服务提供者,京东科技信息技术有限公司,京东智能语音外呼（网站）,应用于智能客服场景，通过输入的语音、文本，生成语音智能对话。,2022-11-08,30000,北京市,北京市,大兴区,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,116.562310,39.787510,G4
78,第二批,深度合成,2023-08,京东言犀大模型内容生成算法,深度合成,内容生成,服务技术支持者,京东科技信息技术有限公司,未回填,应用于智能对话、文本内容生成场景，服务于企业端客户，提供根据用户输入的文本诉求，生成与之相关的文本内容的功能。,2022-11-08,30000,北京市,北京市,大兴区,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,116.562310,39.787510,G4
79,第二批,深度合成,2023-08,京东数字人形象合成算法,深度合成,内容生成,服务提供者,京东科技信息技术有限公司,言犀数字人AIGC内容平台（网站）,应用于数字人场景，根据输入的文本信息，结合语音合成、唇形预测、人脸生成、图像合成算法，生成数字人视频。,2022-11-08,30000,北京市,北京市,大兴区,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息技术咨询服务,116.562310,39.787510,G4
80,第二批,深度合成,2023-08,韭圈儿生成合成算法,深度合成,内容生成,服务提供者,天津爱斯基信息科技有限公司,韭圈儿（小程序）、韭圈儿（APP）、韭圈儿（网站）,应用于智能客服场景，根据用户咨询内容，结合智能客服知识库，生成文本回复。,2022-11-08,162,天津市,天津市,滨海新区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,117.666700,39.002253,G4
81,第二批,深度合成,2023-08,灵犀AI绘画生成合成算法,深度合成,内容生成,服务提供者,长春灵犀智能科技有限公司,AI绘画师（APP）,应用于图像生成场景，根据用户对图像的诉求文本，结合选择的主题风格，生成图像。,2022-11-08,500,吉林省,长春市,朝阳区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,124.885535,43.293436,G4
82,第二批,深度合成,2023-08,应事视频合成算法-1,深度合成,内容生成,服务提供者,上海稀宇科技有限公司,应事（APP）,应用于视频合成场景，根据用户输入的文本内容，结合历史对话数据，生成符合用户需求的视频。,2022-11-08,201,上海市,上海市,徐汇区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.465749,31.162754,G4
83,第二批,深度合成,2023-08,应事图片合成算法-1,深度合成,内容生成,服务提供者,上海稀宇科技有限公司,应事（APP）,应用于图片合成场景，根据用户输入的文本内容，结合历史对话数据，生成符合用户需求的图片。,2022-11-08,201,上海市,上海市,徐汇区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.465749,31.162754,G4
84,第二批,深度合成,2023-08,应事图片合成算法-2,深度合成,人机对话,服务技术支持者,上海稀宇科技有限公司,未回填,应用于图片合成场景，服务于企业端客户，根据用户输入的文本内容，结合历史对话数据，生成符合用户需求的图片。,2022-11-08,201,上海市,上海市,徐汇区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.465749,31.162754,G4
85,第二批,深度合成,2023-08,应事视频合成算法-2,深度合成,人机对话,服务技术支持者,上海稀宇科技有限公司,未回填,应用于视频合成场景，服务于企业端客户，根据用户输入的文本内容，结合历史对话数据，生成符合用户需求的视频。,2022-11-08,201,上海市,上海市,徐汇区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.465749,31.162754,G4
86,第二批,深度合成,2023-08,应事文本信息合成算法-1,深度合成,内容生成,服务提供者,上海稀宇科技有限公司,应事（APP）,应用于文本生成场景，根据用户输入的文本指令，结合上下文信息，生成符合用户要求的文本。,2022-11-08,201,上海市,上海市,徐汇区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.465749,31.162754,G4
87,第二批,深度合成,2023-08,应事文本信息合成算法-2,深度合成,人机对话,服务技术支持者,上海稀宇科技有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的文本指令，结合上下文信息，生成符合用户要求的文本。,2022-11-08,201,上海市,上海市,徐汇区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.465749,31.162754,G4
88,第二批,深度合成,2023-08,商汤秒画内容生成算法,深度合成,内容生成,服务提供者,上海商汤智能科技有限公司,秒画AIGC生成平台（网站）,应用于图像生成场景，根据用户输入文本、图像数据实现文生图、图生图等功能。,2022-11-08,162,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.400021,31.168666,G4
89,第二批,深度合成,2023-08,商量大语言模型,深度合成,内容生成,服务提供者,上海商汤智能科技有限公司,商量大语言模型（网站）,应用于对话生成场景，根据用户输入文本内容及要求实现内容生成、内容概括、逻辑推理、内容改写、推荐建议等。,2022-11-08,162,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.400021,31.168666,G4
90,第二批,深度合成,2023-08,商汤格物高精度重建算法,深度合成,智能搜索,服务提供者,上海商汤智能科技有限公司,商汤格物（APP）,应用于三维场景的图像生成，基于体渲染实现对商品等物体任意角度的三维图像合成。,2022-11-08,162,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.400021,31.168666,G4
91,第二批,深度合成,2023-08,商汤2D数字人合成算法,深度合成,内容生成,服务技术支持者,上海商汤智能科技有限公司,未回填,应用于数字人合成场景，服务于企业端客户，基于文本转语音技术、语音识别技术、数字人口型特征画面合成技术，生成2D数字人视频。,2022-11-08,162,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.400021,31.168666,G4
92,第二批,深度合成,2023-08,商汤琼宇场景生成算法,深度合成,智能搜索,服务技术支持者,上海商汤智能科技有限公司,未回填,应用于虚拟场景生成，根据输入的场景视频，结合提取的参数，合成三维场景。,2022-11-08,162,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.400021,31.168666,G4
93,第二批,深度合成,2023-08,如影2D数字人合成算法,深度合成,内容生成,服务提供者,上海商汤智能科技有限公司,如影2D数字人（APP）,应用于虚拟人物生成场景，根据输入的视频或文本，生成2D数字人形象和声音。,2022-11-08,162,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.400021,31.168666,G4
94,第二批,深度合成,2023-08,商汤AI代码生成算法,深度合成,内容生成,服务提供者,上海商汤智能科技有限公司,商汤AI代码助手（网站）,应用于代码生成场景，根据用户输入的文本信息，生成符合用户预期的代码、文本内容。,2022-11-08,162,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.400021,31.168666,G4
95,第二批,深度合成,2023-08,商汤Avatar半身全身驱动算法,深度合成,内容生成,服务技术支持者,上海商汤智能科技有限公司,未回填,应用于虚拟数字人场景，服务于企业端客户，根据输入的图片、视频数据，通过动作、姿态捕捉等技术，生成虚拟数字人。,2022-11-08,162,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.400021,31.168666,G3
